sequence,mode,stage,candidate_key,S,M,N,F,i,u0,status,strict_evidence,feasible,c1,c2,p30_reachable,p30_all,max_delay_s,reachable_count,late_reachable_count,unreachable_count,reason
2203,saturation,low,"[30,56,9,50.0,0.0,0.0]",1680,30,56,9,50.0,0.0,active,False,False,0.9999486399600234,0.9630420395611162,0.7288347391440175,0.7288347391440175,0.050262333439833495,12804,3472,0,incomplete
2204,saturation,low,"[30,56,10,50.0,0.0,0.0]",1680,30,56,10,50.0,0.0,active,False,False,0.9983051186807723,0.9638309312994707,0.7228990940331147,0.7228990940331147,0.05392175003500001,12804,3548,0,incomplete
2205,saturation,low,"[30,56,11,50.0,0.0,0.0]",1680,30,56,11,50.0,0.0,active,False,False,0.9997563152236613,0.9633701279032895,0.6963448922211809,0.6963448922211809,0.05762514759674408,12804,3888,0,incomplete
2206,saturation,low,"[30,56,12,50.0,0.0,0.0]",1680,30,56,12,50.0,0.0,active,False,False,0.998407838760725,0.9633440910982809,0.6977507029053421,0.6977507029053421,0.05518377693509858,12804,3870,0,incomplete
2207,saturation,low,"[30,56,13,50.0,0.0,0.0]",1680,30,56,13,50.0,0.0,active,False,False,0.9997431998001168,0.9618985276435879,0.6960324898469228,0.6960324898469228,0.05399108534884022,12804,3892,0,incomplete
2208,saturation,low,"[30,56,14,50.0,0.0,0.0]",1680,30,56,14,50.0,0.0,active,False,False,0.9993836795202803,0.9631313710090237,0.6908778506716651,0.6908778506716651,0.052995012667895657,12804,3958,0,incomplete
2209,saturation,low,"[30,56,15,50.0,0.0,0.0]",1680,30,56,15,50.0,0.0,active,False,False,0.9988187190805377,0.9602376636279424,0.7066541705716963,0.7066541705716963,0.0511058882516585,12804,3756,0,incomplete
2210,saturation,low,"[30,56,16,50.0,0.0,0.0]",1680,30,56,16,50.0,0.0,active,False,False,0.9990226378099366,0.9589424883760744,0.7068103717588253,0.7068103717588253,0.05000895629678815,12804,3754,0,incomplete
2211,saturation,low,"[30,56,17,50.0,0.0,0.0]",1680,30,56,17,50.0,0.0,active,False,False,0.998305118680772,0.9615717667533326,0.704154951577632,0.704154951577632,0.04943586534900464,12804,3788,0,incomplete
2212,saturation,low,"[30,56,18,50.0,0.0,0.0]",1680,30,56,18,50.0,0.0,active,False,False,0.999461270407346,0.9550545888665448,0.7002499218994064,0.7002499218994064,0.047966277356638165,12804,3838,0,incomplete
2213,saturation,low,"[30,56,19,50.0,0.0,0.0]",1680,30,56,19,50.0,0.0,active,False,False,0.9986132789206313,0.9584658948896172,0.6819743830053109,0.6819743830053109,0.046802586564034694,12804,4072,0,incomplete
2214,saturation,low,"[30,56,20,50.0,0.0,0.0]",1680,30,56,20,50.0,0.0,active,False,False,1.0,0.9538211797958454,0.6744767260231178,0.6744767260231178,0.04493617236669614,12804,4168,0,incomplete
2215,saturation,low,"[30,56,21,50.0,0.0,0.0]",1680,30,56,21,50.0,0.0,active,False,False,0.9975238059659822,0.956074841256777,0.654326772883474,0.654326772883474,0.04504852404186567,12804,4426,0,incomplete
2216,saturation,low,"[30,56,22,50.0,0.0,0.0]",1680,30,56,22,50.0,0.0,active,False,False,0.9991268793203972,0.957949269791706,0.6485473289597001,0.6485473289597001,0.044825917083526706,12804,4500,0,incomplete
2217,saturation,low,"[30,56,23,50.0,0.0,0.0]",1680,30,56,23,50.0,0.0,active,False,False,0.9987275929936218,0.9488821138530061,0.648391127772571,0.648391127772571,0.04462302324566608,12804,4502,0,incomplete
2218,saturation,low,"[30,56,24,50.0,0.0,0.0]",1680,30,56,24,50.0,0.0,active,False,False,0.9983129879348986,0.9634476359364429,0.6491721337082161,0.6491721337082161,0.043025057908596814,12804,4492,0,incomplete
2219,saturation,low,"[30,56,25,50.0,0.0,0.0]",1680,30,56,25,50.0,0.0,active,False,False,0.9999025260894646,0.9438078115544908,0.6526085598250547,0.6526085598250547,0.04240256376484469,12804,4448,0,incomplete
2220,saturation,low,"[30,56,26,50.0,0.0,0.0]",1680,30,56,26,50.0,0.0,active,False,False,0.9968561254462854,0.9733501789675552,0.6571383942517963,0.6571383942517963,0.0421950115660384,12804,4390,0,incomplete
2221,saturation,low,"[30,56,27,50.0,0.0,0.0]",1680,30,56,27,50.0,0.0,active,False,False,1.0,0.9436065109144938,0.6610434239300219,0.6610434239300219,0.0424706819791437,12804,4340,0,incomplete
2222,saturation,low,"[30,56,28,50.0,0.0,0.0]",1680,30,56,28,50.0,0.0,active,False,False,0.9974079704624842,0.972634831992858,0.6632302405498282,0.6632302405498282,0.04221617138788682,12804,4312,0,incomplete
2223,saturation,low,"[30,56,29,50.0,0.0,0.0]",1680,30,56,29,50.0,0.0,active,False,False,0.9995377596402102,0.9475008038756104,0.6657294595438925,0.6657294595438925,0.04218609921264072,12804,4280,0,incomplete
2224,saturation,low,"[35,48,0,50.0,0.0,0.0]",1680,35,48,0,50.0,0.0,active,False,False,0.9989697719643944,0.9692425854664455,0.639554928694562,0.6374570446735395,0.04516466016310692,12762,4600,42,incomplete
2225,saturation,low,"[35,48,1,50.0,0.0,0.0]",1680,35,48,1,50.0,0.0,active,False,False,1.0,0.9678467513599157,0.64058106841612,0.64058106841612,0.045490553109205356,12804,4602,0,incomplete
2226,saturation,low,"[35,48,2,50.0,0.0,0.0]",1680,35,48,2,50.0,0.0,active,False,False,0.9997945598400935,0.9670806176221632,0.6432364885973133,0.6432364885973133,0.06163168853403938,12804,4568,0,incomplete
2227,saturation,low,"[35,48,3,50.0,0.0,0.0]",1680,35,48,3,50.0,0.0,active,False,False,0.9977455276289237,0.9566297448619323,0.6476478067387158,0.6365198375507654,0.06397570582131627,12584,4434,220,incomplete
2228,saturation,low,"[35,48,4,50.0,0.0,0.0]",1680,35,48,4,50.0,0.0,active,False,False,0.9965262752200936,0.9646466702106896,0.6511172728755504,0.6235551390190566,0.061291825929468934,12262,4278,542,incomplete
2229,saturation,low,"[35,48,5,50.0,0.0,0.0]",1680,35,48,5,50.0,0.0,active,False,False,0.9945553130028938,0.9542149409676253,0.6511550606614592,0.6119962511715089,0.06648303859623704,12034,4198,770,incomplete
2230,saturation,low,"[35,48,6,50.0,0.0,0.0]",1680,35,48,6,50.0,0.0,active,False,False,0.9950371319695083,0.9638163838100449,0.6534702666887527,0.6162136832239925,0.04965949093171266,12074,4184,730,incomplete
2231,saturation,low,"[35,48,7,50.0,0.0,0.0]",1680,35,48,7,50.0,0.0,active,False,False,0.9941066896677119,0.9603075635860612,0.6547917711991972,0.6115276476101218,0.0703025482486931,11958,4128,846,incomplete
2232,saturation,low,"[35,48,8,50.0,0.0,0.0]",1680,35,48,8,50.0,0.0,active,False,False,0.9963716214660139,0.9622829712767155,0.6547735418703161,0.6277725710715402,0.042490007152904456,12276,4238,528,incomplete
2233,saturation,low,"[35,48,9,50.0,0.0,0.0]",1680,35,48,9,50.0,0.0,active,False,False,0.9975572470228466,0.9669401889698512,0.6600777705767984,0.6363636363636364,0.04254897089094307,12344,4196,460,incomplete
2234,saturation,low,"[35,48,10,50.0,0.0,0.0]",1680,35,48,10,50.0,0.0,active,False,False,1.0,0.9696733203639186,0.661824429865667,0.661824429865667,0.0723545104241368,12804,4330,0,incomplete
2235,saturation,low,"[35,48,11,50.0,0.0,0.0]",1680,35,48,11,50.0,0.0,active,False,False,0.9993274002216849,0.9783491637357654,0.6728530984586348,0.6682286785379569,0.04457942253059556,12716,4160,88,incomplete
2236,saturation,low,"[35,48,12,50.0,0.0,0.0]",1680,35,48,12,50.0,0.0,active,False,False,1.0,0.9802010542798959,0.6782255545142143,0.6782255545142143,0.04406429825820797,12804,4120,0,incomplete
2237,saturation,low,"[35,48,13,50.0,0.0,0.0]",1680,35,48,13,50.0,0.0,active,False,False,1.0,0.9862371659430554,0.6808809746954076,0.6808809746954076,0.07621412581375621,12804,4086,0,incomplete
2238,saturation,low,"[35,48,14,50.0,0.0,0.0]",1680,35,48,14,50.0,0.0,active,False,False,1.0,0.9852675623116655,0.6846298031865042,0.6846298031865042,0.08279861650159012,12804,4038,0,incomplete
2239,saturation,low,"[35,48,15,50.0,0.0,0.0]",1680,35,48,15,50.0,0.0,active,False,False,1.0,0.9901995143642569,0.6810371758825368,0.6810371758825368,0.04717777727616947,12804,4084,0,incomplete
2240,saturation,low,"[35,48,16,50.0,0.0,0.0]",1680,35,48,16,50.0,0.0,active,False,False,1.0,0.991178278719054,0.676819743830053,0.676819743830053,0.04844139504334293,12804,4138,0,incomplete
2241,saturation,low,"[35,48,17,50.0,0.0,0.0]",1680,35,48,17,50.0,0.0,active,False,False,1.0,0.9932228970953805,0.6676038737894407,0.6676038737894407,0.04881312725775002,12804,4256,0,incomplete
2242,saturation,low,"[35,48,18,50.0,0.0,0.0]",1680,35,48,18,50.0,0.0,active,False,False,1.0,0.994603847716967,0.6694782880349891,0.6694782880349891,0.05181212777027017,12804,4232,0,incomplete
2243,saturation,low,"[35,48,19,50.0,0.0,0.0]",1680,35,48,19,50.0,0.0,active,False,False,1.0,0.9958411485053126,0.6680724773508279,0.6680724773508279,0.05136907268237761,12804,4250,0,incomplete
2244,saturation,low,"[35,48,20,50.0,0.0,0.0]",1680,35,48,20,50.0,0.0,active,False,False,0.9999482615555142,0.9949097467385337,0.6701030927835051,0.6701030927835051,0.09433716293217322,12804,4224,0,incomplete
2245,saturation,low,"[35,48,21,50.0,0.0,0.0]",1680,35,48,21,50.0,0.0,active,False,False,1.0,0.9946104088071358,0.7168072477350828,0.7168072477350828,0.08373698586264822,12804,3626,0,incomplete
2246,saturation,low,"[35,48,22,50.0,0.0,0.0]",1680,35,48,22,50.0,0.0,active,False,False,1.0,0.9942274748588426,0.738987816307404,0.738987816307404,0.07329188522224908,12804,3342,0,incomplete
2247,saturation,low,"[35,48,23,50.0,0.0,0.0]",1680,35,48,23,50.0,0.0,active,False,False,1.0,0.9934926232746895,0.6999375195251484,0.6999375195251484,0.0656878535007907,12804,3842,0,incomplete
2248,saturation,low,"[35,48,24,50.0,0.0,0.0]",1680,35,48,24,50.0,0.0,active,False,False,1.0,0.9935670070058796,0.6954076850984068,0.6954076850984068,0.06206978794061836,12804,3900,0,incomplete
2249,saturation,low,"[35,48,25,50.0,0.0,0.0]",1680,35,48,25,50.0,0.0,active,False,False,0.9999486399600234,0.9929471612331172,0.6888472352389878,0.6888472352389878,0.06975124157176782,12804,3984,0,incomplete
2250,saturation,low,"[35,48,26,50.0,0.0,0.0]",1680,35,48,26,50.0,0.0,active,False,False,1.0,0.9920134473115684,0.6871290221805686,0.6871290221805686,0.06169149770841173,12804,4006,0,incomplete
2251,saturation,low,"[35,48,27,50.0,0.0,0.0]",1680,35,48,27,50.0,0.0,active,False,False,0.9998972799200467,0.9904611734308216,0.6874414245548266,0.6874414245548266,0.056196131555989626,12804,4002,0,incomplete
2252,saturation,low,"[35,48,28,50.0,0.0,0.0]",1680,35,48,28,50.0,0.0,active,False,False,1.0,0.9891797890803793,0.6949390815370197,0.6949390815370197,0.06768752798205806,12804,3906,0,incomplete
2253,saturation,low,"[35,48,29,50.0,0.0,0.0]",1680,35,48,29,50.0,0.0,active,False,False,0.9982971721860806,0.9829994048631775,0.69869681268645,0.6950952827241487,0.06389428276432312,12738,3838,66,incomplete
2254,saturation,low,"[35,48,30,50.0,0.0,0.0]",1680,35,48,30,50.0,0.0,active,False,False,1.0,0.9844453442104187,0.7035301468291159,0.7035301468291159,0.06408093383047288,12804,3796,0,incomplete
2255,saturation,low,"[35,48,31,50.0,0.0,0.0]",1680,35,48,31,50.0,0.0,active,False,False,0.997884778248232,0.9799125590731014,0.6942866161616161,0.6871290221805686,0.05612289515771511,12672,3874,132,incomplete
2256,saturation,low,"[35,48,32,50.0,0.0,0.0]",1680,35,48,32,50.0,0.0,active,False,False,1.0,0.9807108086575747,0.6852546079350204,0.6852546079350204,0.06108624054754023,12804,4030,0,incomplete
2257,saturation,low,"[35,48,33,50.0,0.0,0.0]",1680,35,48,33,50.0,0.0,active,False,False,0.9979593933929337,0.9740354989737129,0.6769424347279018,0.6722899094033115,0.05903260659408674,12716,4108,88,incomplete
2258,saturation,low,"[35,48,34,50.0,0.0,0.0]",1680,35,48,34,50.0,0.0,active,False,False,1.0,0.9744017676475835,0.6529209621993127,0.6529209621993127,0.06341505195683898,12804,4444,0,incomplete
2259,saturation,low,"[40,42,0,50.0,0.0,0.0]",1680,40,42,0,50.0,0.0,active,False,False,1.0,0.9942368916984214,0.6797875663855045,0.6797875663855045,0.06016313828669317,12804,4100,0,incomplete
2260,saturation,low,"[40,42,1,50.0,0.0,0.0]",1680,40,42,1,50.0,0.0,active,False,False,1.0,0.9910370796645085,0.6696344892221181,0.6696344892221181,0.06612833221449016,12804,4230,0,incomplete
2261,saturation,low,"[40,42,2,50.0,0.0,0.0]",1680,40,42,2,50.0,0.0,active,False,False,0.9999002887385955,0.9893029801549174,0.662136832239925,0.662136832239925,0.062426017139542676,12804,4326,0,incomplete
2262,saturation,low,"[40,42,3,50.0,0.0,0.0]",1680,40,42,3,50.0,0.0,active,False,False,0.9999025260894644,0.9821495154454283,0.6849422055607622,0.6849422055607622,0.0636744037084079,12804,4034,0,incomplete
2263,saturation,low,"[40,42,4,50.0,0.0,0.0]",1680,40,42,4,50.0,0.0,active,False,False,1.0,0.9816461138709784,0.6632302405498282,0.6632302405498282,0.060775768837116814,12804,4312,0,incomplete
2264,saturation,low,"[40,42,5,50.0,0.0,0.0]",1680,40,42,5,50.0,0.0,active,False,False,0.99944195444033,0.9752218445296614,0.6644798500468604,0.6644798500468604,0.05721214778602303,12804,4296,0,incomplete
2265,saturation,low,"[40,42,6,50.0,0.0,0.0]",1680,40,42,6,50.0,0.0,active,False,False,1.0,0.9728360855349232,0.6666666666666666,0.6666666666666666,0.06238199991982267,12804,4268,0,incomplete
2266,saturation,low,"[40,42,7,50.0,0.0,0.0]",1680,40,42,7,50.0,0.0,active,False,False,0.9992892874257071,0.9665665360938164,0.6716651046547953,0.6716651046547953,0.058337217343058786,12804,4204,0,incomplete
2267,saturation,low,"[40,42,8,50.0,0.0,0.0]",1680,40,42,8,50.0,0.0,active,False,False,0.9984891543867012,0.9658010693660415,0.6672914714151827,0.6672914714151827,0.06416640132903877,12804,4260,0,incomplete
2268,saturation,low,"[40,42,9,50.0,0.0,0.0]",1680,40,42,9,50.0,0.0,active,False,False,0.9978063522491027,0.9606176026175131,0.6383942517963137,0.6383942517963137,0.06124408417509226,12804,4630,0,incomplete
2269,saturation,low,"[40,42,10,50.0,0.0,0.0]",1680,40,42,10,50.0,0.0,active,False,False,0.9980408019567827,0.9553477378857608,0.6404011461318052,0.6283973758200563,0.06772743783547262,12564,4518,240,incomplete
2270,saturation,low,"[40,42,11,50.0,0.0,0.0]",1680,40,42,11,50.0,0.0,active,False,False,0.9945413604340937,0.946410177186418,0.6488322014245487,0.6118400499843799,0.06160195157016939,12074,4240,730,incomplete
2271,saturation,low,"[40,42,12,50.0,0.0,0.0]",1680,40,42,12,50.0,0.0,active,False,False,0.9918421312955925,0.9477789305641607,0.6505376344086021,0.5859106529209622,0.06904657364484136,11532,4030,1272,incomplete
2272,saturation,low,"[40,42,13,50.0,0.0,0.0]",1680,40,42,13,50.0,0.0,rejected,True,False,0.9853488811685731,0.9458318821945504,0.6488302638128423,0.572463768115942,0.06578829551822783,8036,2822,1072,coverage_upper_bound
2273,saturation,low,"[40,42,14,50.0,0.0,0.0]",1680,40,42,14,50.0,0.0,rejected,True,False,0.9844768704482773,0.942612300478418,0.6508667388949079,0.5601398601398602,0.07083084926447991,7384,2578,1196,coverage_upper_bound
2274,saturation,low,"[40,42,15,50.0,0.0,0.0]",1680,40,42,15,50.0,0.0,rejected,True,False,0.9853504005708293,0.9483105793259043,0.6503881793137991,0.5702678963548529,0.06670620937902273,7986,2792,1122,coverage_upper_bound
2275,saturation,low,"[40,42,16,50.0,0.0,0.0]",1680,40,42,16,50.0,0.0,rejected,True,False,0.9881771391299625,0.9441198612719089,0.6570455001002204,0.5775193798449613,0.07359632074975181,9978,3422,1374,coverage_upper_bound
2276,saturation,low,"[40,42,17,50.0,0.0,0.0]",1680,40,42,17,50.0,0.0,active,False,False,0.9911080817098801,0.958504473310723,0.6602316602316602,0.5876288659793815,0.07031430121764093,11396,3872,1408,incomplete
2277,saturation,low,"[40,42,18,50.0,0.0,0.0]",1680,40,42,18,50.0,0.0,active,False,False,0.9917416595890182,0.9531027180785409,0.6672913117546848,0.6118400499843799,0.07650463407586008,11740,3906,1064,incomplete
2278,saturation,low,"[40,42,19,50.0,0.0,0.0]",1680,40,42,19,50.0,0.0,active,False,False,0.9961568471821011,0.9635847691257258,0.6746239372138653,0.6444860980943455,0.07696843336313626,12232,3980,572,incomplete
2279,saturation,low,"[40,42,20,50.0,0.0,0.0]",1680,40,42,20,50.0,0.0,active,False,False,0.9993121912002874,0.9652145494354629,0.6755947691822909,0.6697906904092471,0.048131969648160175,12694,4118,110,incomplete
2280,saturation,low,"[40,42,21,50.0,0.0,0.0]",1680,40,42,21,50.0,0.0,active,False,False,0.9990028873859551,0.9745360954978668,0.6835363948766011,0.6835363948766011,0.07662144647829235,12804,4052,0,incomplete
2281,saturation,low,"[40,42,22,50.0,0.0,0.0]",1680,40,42,22,50.0,0.0,active,False,False,1.0,0.9806259918982063,0.6777569509528273,0.6777569509528273,0.08566462056603417,12804,4126,0,incomplete
2282,saturation,low,"[40,42,23,50.0,0.0,0.0]",1680,40,42,23,50.0,0.0,active,False,False,0.9996588413131259,0.9839823979039576,0.6796313651983755,0.6796313651983755,0.04934796113449878,12804,4102,0,incomplete
2283,saturation,low,"[40,42,24,50.0,0.0,0.0]",1680,40,42,24,50.0,0.0,active,False,False,0.9998985371709691,0.9877587122580123,0.668697282099344,0.668697282099344,0.08904329551404967,12804,4242,0,incomplete
2284,saturation,low,"[40,42,25,50.0,0.0,0.0]",1680,40,42,25,50.0,0.0,active,False,False,1.0,0.9918285466163834,0.6726023117775695,0.6726023117775695,0.055353312621336304,12804,4192,0,incomplete
2285,saturation,low,"[40,42,26,50.0,0.0,0.0]",1680,40,42,26,50.0,0.0,active,False,False,1.0,0.9931036754311756,0.6752577319587629,0.6752577319587629,0.05626063399038002,12804,4158,0,incomplete
2286,saturation,low,"[40,42,27,50.0,0.0,0.0]",1680,40,42,27,50.0,0.0,active,False,False,1.0,0.9957512365387979,0.6580756013745704,0.6580756013745704,0.054423926580695066,12804,4378,0,incomplete
2287,saturation,low,"[40,42,28,50.0,0.0,0.0]",1680,40,42,28,50.0,0.0,active,False,False,1.0,0.9943136128801426,0.6457357075913777,0.6457357075913777,0.06105404336480834,12804,4536,0,incomplete
2288,saturation,low,"[40,42,29,50.0,0.0,0.0]",1680,40,42,29,50.0,0.0,active,False,False,1.0,0.996369062631924,0.6468291159012809,0.6468291159012809,0.06013696167419848,12804,4522,0,incomplete
2289,saturation,low,"[40,42,30,50.0,0.0,0.0]",1680,40,42,30,50.0,0.0,active,False,False,1.0,0.996006459667754,0.6368322399250235,0.6368322399250235,0.05852682955367415,12804,4650,0,incomplete
2290,saturation,low,"[40,42,31,50.0,0.0,0.0]",1680,40,42,31,50.0,0.0,active,False,False,1.0,0.9966752008574117,0.613245860668541,0.613245860668541,0.06351008726624664,12804,4952,0,incomplete
2291,saturation,low,"[40,42,32,50.0,0.0,0.0]",1680,40,42,32,50.0,0.0,active,False,False,1.0,0.9964563644603934,0.5957513277100907,0.5957513277100907,0.0671711004837298,12804,5176,0,incomplete
2292,saturation,low,"[40,42,33,50.0,0.0,0.0]",1680,40,42,33,50.0,0.0,active,False,False,1.0,0.9976439439477542,0.6940018744142455,0.6940018744142455,0.06385226486657043,12804,3918,0,incomplete
2293,saturation,low,"[40,42,34,50.0,0.0,0.0]",1680,40,42,34,50.0,0.0,active,False,False,1.0,0.9968243009879387,0.6705716963448922,0.6705716963448922,0.08066175275601507,12804,4218,0,incomplete
2294,saturation,low,"[40,42,35,50.0,0.0,0.0]",1680,40,42,35,50.0,0.0,active,False,False,1.0,0.9967699186748834,0.6907216494845361,0.6907216494845361,0.07443615470773218,12804,3960,0,incomplete
2295,saturation,low,"[40,42,36,50.0,0.0,0.0]",1680,40,42,36,50.0,0.0,active,False,False,1.0,0.9972309121756817,0.6825991877538269,0.6825991877538269,0.07310676503622701,12804,4064,0,incomplete
2296,saturation,low,"[40,42,37,50.0,0.0,0.0]",1680,40,42,37,50.0,0.0,active,False,False,1.0,0.9956987320765313,0.662136832239925,0.662136832239925,0.07459277158936042,12804,4326,0,incomplete
2297,saturation,low,"[40,42,38,50.0,0.0,0.0]",1680,40,42,38,50.0,0.0,active,False,False,1.0,0.9956492897849931,0.6783817557013433,0.6783817557013433,0.06737950872029462,12804,4118,0,incomplete
